piRNA,disease,score
let-7f,Fluorouracil,7.38E-28
XLOC_006753,Doxorubicin,7.03E-28
miR-662,Gemcitabine,6.78E-28
miR-4288,Cyclopamine,6.77E-28
miR-802,FOLFOX Chemotherapy,6.00E-28
miR-718,Carboplatin,5.74E-28
miR-378d,Oxaliplatin,5.55E-28
miR-453,Adriamycin,5.53E-28
miR-17-5p,Temozolomide,4.84E-28
miR-10b,Glucocorticoid,4.78E-28
miR-196a,Vinorelbine,4.56E-28
miR-1268,Oxaliplatin,4.21E-28
miR-181a,Cyclophosphamide,4.15E-28
miR-192*,Gemcitabine,4.14E-28
miR-1290,Tomudex,4.12E-28
miR-501,Gemcitabine,4.04E-28
miR-125b,Docetaxel,3.60E-28
miR-125b,histone deacetylase inhibitor,3.52E-28
miR-375,Staurosporine,3.39E-28
miR-4739,Doxorubicin,3.34E-28
miR-152,Methotrexate,2.68E-28
miR-1290,Chemotherapy,2.51E-28
miR-125b,Letrozole,2.29E-28
ANRIL,Verapamil,2.23E-28
miR-1290,Imatinib,2.11E-28
miR-876,platinum-based doublet chemotherapy ,1.91E-28
miR-139,Prednisone,1.88E-28
miR-335,Ribavirin,1.84E-28
miR-933,5-Fluorouracil,1.83E-28
miR-23a,AED therapy,1.50E-28
miR-197,Adriamycin,1.49E-28
miR-199b*,Fluorouracil,1.48E-28
miR-520h,Chemotherapy,1.39E-28
miR-146b-5p,Chemotherapy,1.32E-28
miR-374b,Carboplatin,1.17E-28
miR-197,Nutlin-3a,9.74E-29
miR-181d,Sorafenib,8.68E-29
miR-22,Etoposide,8.06E-29
miR-7,Doxorubicin,7.22E-29
miR-127,Fluorouracil,7.22E-29
miR-26a,Cyclosporin A,7.18E-29
miR-654-5p,PLX4720,6.71E-29
miR-28,Leucovorin,6.42E-29
miR-20b,Glucocorticoid,6.17E-29
miR-874,Verapamil,5.78E-29
miR-126*,Camptothecin,5.63E-29
miR-23a,Teniposide,5.34E-29
miR-26a,Etoposide,5.12E-29
miR-338,Carboplatin,5.10E-29
miR-1915,PLX4720,4.79E-29
miR-217,Erlotinib,4.26E-29
miR-335,Sorafenib,4.07E-29
miR-374a,Colchicine,3.78E-29
miR-378c,Docetaxel,3.49E-29
miR-190,Cisplatin,3.48E-29
miR-181a,Capecitabine,3.42E-29
miR-205,Dexamethasone,2.99E-29
miR-19a,5-Fluorouracil,2.94E-29
miR-275,Verapamil,2.88E-29
miR-7-1*,5-Fluorouracil,2.69E-29
miR-563,Oxaliplatin,2.60E-29
miR-181a,Raltitrexed,2.44E-29
miR-132,Mafosfamide,2.43E-29
miR-204,Carboplatin,1.82E-29
miR-4723,Verapamil,1.56E-29
miR-125b,Carmustine,1.51E-29
miR-181a,Cytarabine,1.45E-29
hsa-1274A,5-Fluorouracil,1.44E-29
miR-543,Chemotherapy,1.30E-29
miR-9,Leucovorin,1.27E-29
miR-197,Cetuximab,1.26E-29
miR-101,Cetuximab,1.25E-29
miR-22,Dexamethasone,1.20E-29
miR-146b,Cyclophosphamide,1.19E-29
miR-409,Verapamil,1.18E-29
miR-140,Carboplatin,1.18E-29
miR-105,Carboplatin,1.16E-29
miR-125b,Melphalan,1.14E-29
miR-30b,Temozolomide,1.12E-29
miR-328,FOLFOX Chemotherapy,1.10E-29
miR-100,Capecitabine,1.05E-29
miR-1307,Docetaxel,9.59E-30
miR-708,Carboplatin,9.58E-30
miR-26a,Temozolomide,9.48E-30
miR-4711,Doxorubicin,8.87E-30
miR-146a,Cytarabine,8.41E-30
miR-4689,Doxorubicin,8.26E-30
miR-215,10-Hydroxycamptothecin,7.89E-30
miR-148b,Curcumin,7.30E-30
miR-145,Adriamycin,7.15E-30
miR-125b,Propofol,7.08E-30
miR-19b-1*,Docetaxel,6.53E-30
miR-27a,Prednisolone,6.21E-30
miR-888,Colchicine,6.21E-30
miR-3607,Fluorouracil,6.04E-30
miR-615,Carboplatin,5.86E-30
miR-220,Carboplatin,5.75E-30
miR-146b,Prednisone,5.00E-30
miR-100,Cetuximab,4.86E-30
miR-1275,Cyclopamine,4.58E-30
miR-Plus-A1031,Oxaliplatin,4.40E-30
miR-10b,Fulvestrant,4.18E-30
miR-196a,Prednisone,4.05E-30
miR-1307,Tomudex,3.51E-30
miR-132,Vemurafenib,3.34E-30
miR-148b,Imatinib,3.24E-30
miR-125b,Vinblastine,3.03E-30
miR-4535,Doxorubicin,2.95E-30
miR-4689,Docetaxel,2.94E-30
miR-181a,Topotecan,2.66E-30
miR-193a,Carboplatin,2.50E-30
miR-17-5p,platinum-based doublet chemotherapy ,2.47E-30
miR-125b,Curcumin,2.46E-30
miR-20b,Docetaxel,2.35E-30
miR-548a,PLX4720,1.91E-30
miR-452,Colchicine,1.91E-30
miR-586,Adriamycin,1.83E-30
miR-132,Staurosporine,1.73E-30
miR-133b,Adriamycin,1.71E-30
miR-601,Adriamycin,1.61E-30
miR-758,Docetaxel,1.55E-30
miR-23a,Epirubicin,1.51E-30
miR-195,Adriamycin,1.48E-30
miR-1256,Cyclophosphamide,1.46E-30
MALAT1,10-Hydroxycamptothecin,1.41E-30
miR-328,Prednisone,1.38E-30
miR-214*,Oxaliplatin,1.30E-30
miR-10b,Methotrexate,1.29E-30
miR-15b,Vincristine,1.26E-30
miR-196a,Dichloroacetate,1.24E-30
miR-26a,Chemotherapy,1.05E-30
miR-98,Pingyangmycin,1.02E-30
miR-196a,Propofol,9.47E-31
miR-27a,L-asparaginase,8.96E-31
miR-638,PLX4720,8.33E-31
miR-22,Capecitabine,8.22E-31
miR-598,Gemcitabine,8.11E-31
miR-106~25,Teniposide,8.09E-31
miR-222,Methotrexate,8.05E-31
miR-1915,platinum-based doublet chemotherapy ,8.03E-31
GIHCG,Adriamycin,7.29E-31
miR-193a-3p,Colchicine,7.27E-31
miR-421,Tomudex,6.96E-31
miR-487b,5-Fluorouracil,6.89E-31
miR-106~25,Pingyangmycin,6.22E-31
miR-23a,Pingyangmycin,5.49E-31
miR-365,Ribavirin,4.88E-31
miR-543,Adriamycin,4.59E-31
miR-320,Cetuximab,4.31E-31
miR-99a,Adriamycin,3.92E-31
miR-22,Mafosfamide,3.63E-31
miR-192,Verapamil,3.61E-31
circPVT1,Oxaliplatin,3.46E-31
miR-144,Carboplatin,3.38E-31
miR-1307,Chemotherapy,3.35E-31
miR-196a,Cyclopamine,3.05E-31
miR-217,pegIFN/RBV therapy,3.04E-31
miR-663a,L-asparaginase,2.98E-31
miR-374b,Dichloroacetate,2.94E-31
miR-369,Cyclophosphamide,2.85E-31
miR-196a,Sunitinib,2.67E-31
miR-487b,Adriamycin,2.63E-31
miR-335,Epirubicin,2.43E-31
miR-149,Propofol,2.41E-31
miR-126*,Leucovorin,2.29E-31
miR-3196,Gemcitabine,2.05E-31
HOTAIR,platinum-based doublet chemotherapy ,2.02E-31
miR-374b,FOLFOX Chemotherapy,1.80E-31
miR-1290,Carboplatin,1.78E-31
miR-663,Chemotherapy,1.78E-31
miR-125b,Lapatinib,1.70E-31
miR-106~25,Gefitinib,1.67E-31
miR-106~25,Chemotherapy,1.42E-31
miR-23a,Tetraplatin,1.34E-31
miR-320a,Tetraplatin,1.20E-31
miR-876,Imatinib,1.13E-31
miR-128a,Doxorubicin,1.12E-31
HOTAIR,Mitomycin C,1.12E-31
miR-215,Vinorelbine,1.06E-31
miR-10b,platinum-based doublet chemotherapy ,1.04E-31
miR-593,Doxorubicin,9.26E-32
miR-196a,Cyclophosphamide,9.13E-32
miR-196a,Cetuximab,8.56E-32
miR-193b*,10-Hydroxycamptothecin,7.83E-32
miR-197,Teniposide,7.55E-32
miR-130,Gemcitabine,7.47E-32
miR-371,FOLFOX Chemotherapy,7.14E-32
miR-126*,FOLFOX Chemotherapy,6.71E-32
miR-30b,Pirarubicin,6.22E-32
miR-197,platinum-based doublet chemotherapy ,5.84E-32
miR-215,Curcumin,5.59E-32
miR-4713,Doxorubicin,4.98E-32
miR-193a-3p,PCI-24781,4.78E-32
miR-935,5-Fluorouracil,4.67E-32
miR-125a,platinum-based doublet chemotherapy ,4.61E-32
miR-1307,Cyclophosphamide,3.89E-32
miR-193a,Docetaxel,3.81E-32
miR-4783,Doxorubicin,3.75E-32
miR-365,Cytarabine,3.51E-32
miR-181a,10-Hydroxycamptothecin,3.49E-32
miR-584,Carboplatin,3.43E-32
miR-186*,Chemotherapy,3.16E-32
miR-125b,Betulinic acid,3.10E-32
miR-1247,Doxorubicin,2.71E-32
miR-4711,Vinorelbine,2.40E-32
miR-518e*,FOLFOX Chemotherapy,2.28E-32
miR-663a,Vinorelbine,2.24E-32
miR-93,Gemcitabine,2.12E-32
miR-339,Dichloroacetate,2.10E-32
let-7c,Chemotherapy,2.05E-32
miR-382,Imatinib,2.01E-32
miR-30b*,Pingyangmycin,2.00E-32
miR-453,Carboplatin,1.97E-32
miR-708,5-Fluorouracil,1.78E-32
miR-1290,Dexamethasone,1.64E-32
miR-216b,Etoposide,1.55E-32
miR-105,Adriamycin,1.52E-32
miR-662,Oxaliplatin,1.44E-32
miR-320a,Epirubicin,1.36E-32
miR-1290,Staurosporine,1.26E-32
miR-876,PLX4720,1.22E-32
miR-3607,Capecitabine,1.21E-32
miR-1290,5-fluorouracil,1.14E-32
miR-3065,10-Hydroxycamptothecin,1.14E-32
miR-708,Cyclophosphamide,1.10E-32
miR-4484,FOLFOX Chemotherapy,1.08E-32
miR-338,Chemotherapy,1.02E-32
miR-28,Retinoic Acid,9.41E-33
miR-197,Staurosporine,9.38E-33
miR-454,Adriamycin,8.40E-33
miR-99a-5p,10-Hydroxycamptothecin,8.07E-33
miR-215,Dexamethasone,7.63E-33
miR-217,Curcumin,6.93E-33
miR-106~25,Curcumin,6.89E-33
let-7e,FOLFOX Chemotherapy,6.60E-33
miR-578,Cisplatin,6.50E-33
miR-614,Carboplatin,5.88E-33
miR-126*,Vemurafenib,5.41E-33
miR-133b,Gemcitabine,5.37E-33
miR-520h,Cyclopamine,4.33E-33
miR-449a,Gemcitabine,4.15E-33
miR-Plus-A1031,Colchicine,4.06E-33
let-7e,Docetaxel,4.00E-33
miR-665,Carboplatin,3.87E-33
miR-1915,Rapamycin,3.85E-33
miR-211,Gemcitabine,3.20E-33
miR-181d,Gefitinib,2.69E-33
miR-197,Vinorelbine,2.63E-33
miR-3607,Temozolomide,2.58E-33
miR-663a,Prednisolone,2.57E-33
miR-328,Epirubicin,2.56E-33
miR-539,Adriamycin,2.53E-33
miR-217,Colchicine,2.48E-33
let-7e,Methotrexate,2.43E-33
miR-193a-3p,AED therapy,2.41E-33
miR-125b,Imatinib,2.37E-33
miR-136,FOLFOX Chemotherapy,2.32E-33
miR-4716,Carboplatin,2.25E-33
miR-9,Taxol,2.24E-33
miR-429,Cetuximab,2.14E-33
miR-196a,Staurosporine,2.14E-33
miR-4257,Doxorubicin,2.02E-33
miR-586,Fluorouracil,1.90E-33
miR-26a,Valproate,1.86E-33
miR-339,Cyclophosphamide,1.84E-33
miR-125b,pegIFN/RBV therapy,1.77E-33
miR-520h,Cyclosporin A,1.75E-33
miR-335,Mafosfamide,1.74E-33
miR-363,Vemurafenib,1.53E-33
miR-374b,Imatinib,1.51E-33
miR-27a,10-Hydroxycamptothecin,1.50E-33
miR-22,Colchicine,1.43E-33
miR-19b,Methotrexate,1.29E-33
miR-375,Ibrutinib,1.29E-33
miR-181a,Fluoropyrimidine,1.27E-33
miR-365,Sorafenib,1.24E-33
miR-152,10-Hydroxycamptothecin,1.24E-33
miR-453,modified ALLIC BFM 2002 protocol,1.23E-33
miR-331,Sorafenib,1.20E-33
miR-32,Dexamethasone,1.20E-33
miR-Plus-A1031,Chemotherapy,1.20E-33
miR-125b,Epirubicin HCl,1.11E-33
miR-181a,Tomudex,1.07E-33
miR-628,Cisplatin,9.78E-34
miR-146b,Interferon-alpha,9.53E-34
let-7c,Capecitabine,9.49E-34
miR-219,Tamoxifen,9.26E-34
miR-500,Gemcitabine,8.96E-34
miR-149,platinum-based doublet chemotherapy ,8.76E-34
miR-198,Colchicine,8.56E-34
miR-338,PLX4720,8.51E-34
SLC25A25-AS1,Temozolomide,8.32E-34
miR-126*,Dexamethasone,7.98E-34
miR-382,Verapamil,7.89E-34
miR-4646,Etoposide,7.48E-34
miR-520h,Dichloroacetate,7.40E-34
miR-23a,Antioestrogens,5.86E-34
miR-181a,Colchicine,5.06E-34
miR-98,Cyclophosphamide,4.90E-34
miR-4689,FOLFOX Chemotherapy,4.74E-34
miR-663,Etoposide,4.66E-34
miR-191*,5-Fluorouracil,4.59E-34
miR-468,Prednisone,4.58E-34
miR-132,Hydrogen Peroxide,3.84E-34
miR-425,Cetuximab,3.83E-34
miR-197,Betulinic acid,3.76E-34
miR-23a,L-asparaginase,3.73E-34
miR-106b-25,Verapamil,3.71E-34
miR-593*,Gemcitabine,3.63E-34
miR-4476,Docetaxel,3.60E-34
miR-217,Ibrutinib,3.60E-34
miR-585,Adriamycin,3.60E-34
miR-421,modified ALLIC BFM 2002 protocol,3.60E-34
miR-335,Staurosporine,3.24E-34
miR-181a,Cyclopamine,3.20E-34
CCAT1,Gemcitabine,2.83E-34
miR-345,5-Fluorouracil,2.79E-34
miR-193a-3p,Propofol,2.69E-34
miR-132,Carboplatin,2.58E-34
miR-23a,Exemestane,2.39E-34
miR-136,PLX4720,2.35E-34
miR-519c,Verapamil,2.34E-34
miR-193a-3p,Letrozole,2.24E-34
ANRIL,Colchicine,2.23E-34
miR-106~25,Nutlin-3a,2.21E-34
miR-598,Prednisone,2.20E-34
miR-17-5p,Sunitinib,2.20E-34
miR-4492,Vincristine,2.20E-34
miR-143,Carboplatin,2.13E-34
miR-1915,Temozolomide,1.96E-34
miR-217,Cyclosporin A,1.89E-34
miR-517c,Fludarabine,1.88E-34
miR-802,Fluorouracil,1.86E-34
miR-744,5-Fluorouracil,1.83E-34
miR-1290,Leucovorin,1.72E-34
miR-497,Adriamycin,1.70E-34
miR-20b,Curcumin,1.69E-34
miR-136,Gemcitabine,1.66E-34
miR-328,Cisplatin,1.65E-34
miR-374b,Cyclopamine,1.50E-34
miR-125b,Antioestrogens,1.47E-34
miR-126*,Fluoropyrimidine,1.43E-34
let-7c,Hydrogen Peroxide,1.40E-34
miR-98,Carboplatin,1.35E-34
miR-30b,Colchicine,1.34E-34
miR-876,5-Fluorouracil,1.34E-34
miR-33a*,Cisplatin,1.30E-34
miR-125b,Interferon-alpha,1.27E-34
miR-638,5-Fluorouracil,1.26E-34
miR-4723,Tamoxifen,1.21E-34
miR-181a,Antioestrogens,1.18E-34
miR-181a,Hydrogen Peroxide,1.17E-34
miR-196a,10-hydroxycamptothecin,1.16E-34
UCA1,Vemurafenib,1.16E-34
miR-374b,Tomudex,1.05E-34
miR-421,Curcumin,1.03E-34
miR-181a,Propofol,9.76E-35
miR-181,Colchicine,9.60E-35
miR-193a-3p,Sunitinib,9.25E-35
miR-629,Adriamycin,9.17E-35
miR-217,Arsenic trioxide,8.80E-35
miR-4476,Etoposide,8.21E-35
miR-142,Colchicine,8.15E-35
miR-1307,Curcumin,7.69E-35
miR-526b*,Fluorouracil,7.67E-35
miR-106b,FOLFOX Chemotherapy,6.84E-35
miR-373,Docetaxel,6.73E-35
miR-518f*,Gemcitabine,6.64E-35
miR-338,Vincristine,6.39E-35
miR-519b,Tamoxifen,6.25E-35
miR-146a,Rituximab,5.98E-35
miR-107,Paroxetine,5.75E-35
miR-615,Verapamil,5.74E-35
miR-4288,Glucocorticoid,5.30E-35
miR-518e*,Fluorouracil,5.14E-35
miR-373,Tamoxifen,5.07E-35
miR-4521,Cyclophosphamide,4.61E-35
miR-193b*,Cyclopamine,4.50E-35
miR-3607,Colchicine,4.49E-35
miR-134,Carboplatin,4.40E-35
miR-126*,Platinum,4.27E-35
miR-125b,intensive induction chemotherapy based on cytarabine and idarubicine,4.11E-35
miR-215,Docetaxel,4.09E-35
miR-125b,Sorafenib,4.09E-35
miR-220,Oxaliplatin,3.76E-35
miR-132,Fluorouracil,3.64E-35
miR-93,Adriamycin,3.47E-35
miR-375,Sunitinib,2.67E-35
miR-23a,PCI-24781,2.58E-35
miR-1290,Ribavirin,2.56E-35
miR-19b,Dibenziodolium,2.53E-35
miR-375,Colchicine,2.41E-35
miR-17-5p,Etoposide,2.39E-35
let-7c,Cytarabine,2.31E-35
miR-100-5p,Colchicine,2.31E-35
LINP1,Oxaliplatin,2.22E-35
miR-197,Curcumin,2.22E-35
miR-449a,Paroxetine,2.11E-35
miR-217,Chemotherapy,2.10E-35
miR-203,Adriamycin,1.96E-35
HULC,Adriamycin,1.96E-35
miR-125b,Ibrutinib,1.93E-35
miR-3607,Rituximab,1.89E-35
miR-451,Gemcitabine,1.77E-35
miR-211,5-Fluorouracil,1.76E-35
miR-196a,Pingyangmycin,1.73E-35
miR-363*,Paclitaxel,1.71E-35
miR-27a,Gemcitabine,1.67E-35
miR-1183,Gemcitabine,1.58E-35
miR-148b,Trastuzumab,1.47E-35
miR-196a,Fludarabine,1.42E-35
miR-27a,Colchicine,1.37E-35
miR-146b,Dexamethasone,1.32E-35
miR-224,Epirubicin,1.30E-35
PVT1,5-Fluorouracil,1.29E-35
miR-1183,Cisplatin,1.24E-35
miR-766,Carboplatin,1.22E-35
miR-217,AED therapy,1.21E-35
miR-151,Cisplatin,1.14E-35
miR-9,Docetaxel,1.11E-35
miR-106~25,Raltitrexed,1.07E-35
miR-505,Colchicine,1.06E-35
miR-23a,Nutlin-3a,1.06E-35
miR-217,Cyclophosphamide,9.67E-36
miR-320a,Sunitinib,9.60E-36
miR-335,Capecitabine,9.55E-36
miR-137,Carboplatin,9.49E-36
miR-206,Epirubicin,9.30E-36
miR-1290,Mafosfamide,9.23E-36
miR-378d,Imatinib,9.12E-36
miR-7-5p,Doxorubicin,8.59E-36
miR-27b ,Oxaliplatin,8.47E-36
miR-20a-5p,Verapamil,8.45E-36
miR-517b,Colchicine,8.33E-36
miR-98,Raltitrexed,7.76E-36
miR-193b*,Cyclophosphamide,7.74E-36
miR-28,Gefitinib,7.64E-36
miR-106~25,Taxol,7.27E-36
miR-331,Chemotherapy,7.22E-36
miR-518e*,Paroxetine,7.21E-36
miR-6825-5p,Sunitinib,7.03E-36
miR-215,Tetraplatin,6.80E-36
miR-30b*,Oxaliplatin,6.19E-36
miR-181a,Rituximab,6.18E-36
miR-200,5-Fluorouracil,6.10E-36
HOTAIR,Temozolomide,6.10E-36
miR-1290,Melphalan,6.08E-36
miR-1268,Adriamycin,6.07E-36
miR-4638,Carboplatin,6.02E-36
miR-513a,Gefitinib,5.94E-36
miR-505,Etoposide,5.89E-36
miR-1236,10-Hydroxycamptothecin,5.39E-36
miR-519d,Carboplatin,5.21E-36
miR-134,modified ALLIC BFM 2002 protocol,5.04E-36
miR-499,Chemotherapy,5.01E-36
miR-455,5-Fluorouracil,4.65E-36
miR-4711,Cyclophosphamide,4.43E-36
miR-452,Raltitrexed,4.34E-36
miR-155,Curcumin,4.31E-36
miR-372,Curcumin,4.05E-36
miR-499,Adriamycin,3.79E-36
miR-155-5p,Vincristine,3.68E-36
miR-217,epirubicin,3.49E-36
miR-586,Staurosporine,3.48E-36
miR-217,Bortezomib,3.35E-36
miR-197,Pingyangmycin,3.35E-36
miR-126*,Hydrogen Peroxide,3.34E-36
miR-193a-3p,Antioestrogens,3.06E-36
miR-490,Fluorouracil,2.93E-36
miR-1915,Verapamil,2.92E-36
miR-128,Gemcitabine,2.82E-36
miR-4711,Chemotherapy,2.79E-36
miR-30b*,Staurosporine,2.70E-36
miR-193a-3p,Cytarabine,2.55E-36
miR-576,Cisplatin,2.55E-36
miR-606,5-Fluorouracil,2.36E-36
miR-518f,PLX4720,2.35E-36
miR-331,Adriamycin,2.27E-36
miR-106b-25,Sunitinib,2.23E-36
miR-127,Adriamycin,2.15E-36
miR-149,Interferon-gamma,1.94E-36
miR-125b,Fluoropyrimidine,1.90E-36
miR-30b,Tetraplatin,1.88E-36
miR-320a,Temozolomide,1.87E-36
miR-26a,Temsirolimus,1.87E-36
miR-718,Curcumin,1.69E-36
HOTAIR,Sorafenib,1.67E-36
miR-106~25,Retinoic Acid,1.64E-36
miR-217,TRAIL therapy,1.61E-36
miR-586,Colchicine,1.57E-36
miR-193a-3p,Ibrutinib,1.50E-36
miR-19b-1*,Gefitinib,1.49E-36
miR-146b-5p,Cytarabine,1.48E-36
miR-133a,5-Fluorouracil,1.45E-36
miR-548a,Vinorelbine,1.40E-36
miR-218,Dichloroacetate,1.35E-36
miR-765,Adriamycin,1.30E-36
miR-1290,Prednisolone,1.27E-36
miR-149,Epirubicin,1.24E-36
miR-328,Gefitinib,1.24E-36
miR-502,Sunitinib,1.24E-36
miR-221,5-Fluorouracil,1.21E-36
miR-186*,Gefitinib,1.18E-36
miR-520h,Colchicine,1.15E-36
miR-93,Cetuximab,1.12E-36
miR-335,Lapatinib,1.11E-36
miR-215,PCI-24781,1.11E-36
miR-30b*,Colchicine,1.07E-36
miR-582,Paroxetine,1.07E-36
miR-103,Sorafenib,9.79E-37
miR-365,Lapatinib,7.68E-37
miR-324,PLX4720,7.59E-37
miR-181a,Curcumin,7.44E-37
miR-9,Cetuximab,7.38E-37
miR-217,Pingyangmycin,7.37E-37
miR-4476,Vincristine,7.28E-37
miR-141*,Tamoxifen,7.08E-37
miR-320,Oxaliplatin,6.87E-37
miR-215,Arsenic Trioxide,6.68E-37
miR-196a,Paclitaxel,6.53E-37
miR-23a,Leucovorin,6.42E-37
miR-675,Doxorubicin,6.31E-37
miR-3065,Colchicine,6.12E-37
miR-301b,Adriamycin,5.99E-37
miR-708,AED therapy,5.92E-37
miR-663,Propofol,5.89E-37
miR-181a,Interferon-alpha,5.81E-37
miR-98,Interferon-alpha,5.59E-37
miR-4532,Cisplatin,5.56E-37
miR-23a,Lorlatinib,5.55E-37
miR-219,Paclitaxel,5.49E-37
miR-126*,Mafosfamide,5.44E-37
miR-196a,Trastuzumab,5.44E-37
miR-149,Etoposide,5.35E-37
miR-9,Verapamil,5.28E-37
miR-215,Etoposide,5.27E-37
miR-383,Doxorubicin,5.11E-37
miR-1290,Hydrogen Peroxide,4.95E-37
miR-888,Carboplatin,4.88E-37
let-7g,Raltitrexed,4.66E-37
miR-26a,Fludarabine,4.55E-37
miR-6886-3p,5-Fluorouracil,4.54E-37
miR-320a,FOLFOX Chemotherapy,4.22E-37
miR-940,Doxorubicin,4.16E-37
miR-10b,Cyclosporin A,4.14E-37
miR-582,Paclitaxel,4.02E-37
miR-196a,Interferon-alpha,3.98E-37
miR-10b,Temozolomide,3.70E-37
miR-34a-5p,Chemotherapy,3.69E-37
miR-1915,Colchicine,3.62E-37
miR-3130,Cisplatin,3.56E-37
miR-520h,Propofol,3.50E-37
miR-126*,TRAIL therapy,3.41E-37
miR-181a,Daunorubicin,3.40E-37
miR-152,Cyclophosphamide,3.30E-37
let-7c,Adriamycin,3.26E-37
miR-541*,Vinorelbine,3.17E-37
miR-19b,Carboplatin,2.95E-37
miR-187,Sorafenib,2.71E-37
miR-190,PLX4720,2.70E-37
miR-382,Fluorouracil,2.69E-37
miR-203,Sorafenib,2.45E-37
miR-25,Tomudex,2.42E-37
MEG3,PLX4720,2.37E-37
miR-106~25,Rituximab,2.36E-37
miR-197,Colchicine,2.25E-37
miR-27a,Nutlin-3a,2.15E-37
miR-499,Colchicine,2.14E-37
miR-10b,Epirubicin,2.08E-37
miR-584,Gefitinib,2.04E-37
miR-193a-3p,Pingyangmycin,1.91E-37
miR-502,Pingyangmycin,1.86E-37
miR-27b ,Colchicine,1.80E-37
miR-1228,Imatinib,1.80E-37
miR-331,Vincristine,1.77E-37
miR-769,PLX4720,1.75E-37
miR-193a-3p,histone deacetylase inhibitor,1.74E-37
miR-4675,Tamoxifen,1.73E-37
miR-106~25,Sunitinib,1.70E-37
miR-1299,Chemotherapy,1.69E-37
miR-335,Fludarabine,1.68E-37
miR-217,Fluoropyrimidine,1.68E-37
miR-15a*,Colchicine,1.48E-37
miR-4689,Carboplatin,1.46E-37
miR-320a,Sorafenib,1.45E-37
miR-134,Chemotherapy,1.41E-37
miR-149,Imatinib,1.40E-37
miR-369,Sorafenib,1.39E-37
miR-4716,Curcumin,1.39E-37
miR-6825-5p,Cisplatin,1.30E-37
miR-127,Pingyangmycin,1.30E-37
miR-26b,Raltitrexed,1.29E-37
miR-654-5p,5-Fluorouracil,1.29E-37
miR-592,Cisplatin,1.28E-37
miR-375,Pingyangmycin,1.25E-37
ANRIL,Cyclophosphamide,1.18E-37
miR-152,Adriamycin,1.18E-37
miR-23a,Rituximab,1.16E-37
miR-19b,Cyclophosphamide,1.12E-37
miR-708,Chemotherapy,1.12E-37
miR-468,10-Hydroxycamptothecin,1.09E-37
miR-939,Sunitinib,1.08E-37
miR-126*,Cytarabine,1.08E-37
miR-215,Fulvestrant,1.06E-37
miR-422a,Oxaliplatin,1.03E-37
ANRIL,PLX4720,1.03E-37
miR-149,Vincristine,1.03E-37
miR-500,Staurosporine,1.01E-37
miR-198,PLX4720,9.67E-38
miR-192,Capecitabine,9.53E-38
miR-106~25,Dichloroacetate,9.49E-38
miR-198,Sunitinib,9.47E-38
miR-335,Hydrogen Peroxide,9.38E-38
miR-16,Docetaxel,9.28E-38
miR-200a,Fluorouracil,8.55E-38
miR-23a,Vemurafenib,8.43E-38
miR-197,Propofol,8.40E-38
miR-106~25,Fluorouracil,8.32E-38
miR-1915,Cyclophosphamide,8.22E-38
miR-369,Adriamycin,8.20E-38
miR-628,Paclitaxel,7.70E-38
miR-4739,Cisplatin,7.52E-38
miR-26a,Staurosporine,7.49E-38
miR-517c,platinum-based doublet chemotherapy ,7.26E-38
miR-574,Adriamycin,6.80E-38
miR-197,Glucocorticoid,6.79E-38
miR-1307,Doxorubicin,6.20E-38
miR-768,Doxorubicin,6.10E-38
let-7c,FOLFOX Chemotherapy,5.66E-38
miR-152,Etoposide,5.61E-38
miR-1290,Valproate,5.56E-38
miR-30b,Staurosporine,5.47E-38
miR-148b,Ethanol,5.07E-38
miR-452,5-Fluorouracil,4.94E-38
miR-1265,Colchicine,4.57E-38
ANRIL,Etoposide,4.51E-38
miR-519e*,Epirubicin hydrochloride,4.50E-38
miR-335,Nilotinib,4.29E-38
miR-1290,Nutlin-3a,4.13E-38
miR-215,Adriamycin,3.96E-38
miR-125b,Fulvestrant,3.91E-38
miR-1264,5-Fluorouracil,3.73E-38
miR-365,Tomudex,3.67E-38
miR-543,Capecitabine,3.64E-38
miR-134,Epirubicin hydrochloride,3.61E-38
miR-106~25,Erlotinib,3.60E-38
miR-369,Cetuximab,3.58E-38
miR-19b,Fluoropyrimidine,3.52E-38
miR-100,FOLFOX Chemotherapy,3.47E-38
miR-449a,Staurosporine,3.44E-38
miR-126*,PLX4720,3.38E-38
miR-598,Chemotherapy,3.12E-38
miR-592,Carboplatin,3.10E-38
miR-30b,Rituximab,3.09E-38
miR-1290,Methotrexate,3.06E-38
miR-125b,Erlotinib,3.03E-38
miR-183,PLX4720,2.98E-38
miR-615,Oxaliplatin,2.98E-38
miR-3665,Colchicine,2.90E-38
miR-26a,Carboplatin,2.88E-38
miR-520h,Staurosporine,2.84E-38
miR-1236,Curcumin,2.76E-38
miR-181,Imatinib,2.74E-38
miR-3607,Interferon-alpha,2.67E-38
miR-193a,Mitomycin C,2.56E-38
miR-1290,Propofol,2.55E-38
miR-126*,Retinoic Acid,2.48E-38
miR-181a,Mafosfamide,2.44E-38
miR-217,Dichloroacetate,2.39E-38
miR-4530,Docetaxel,2.39E-38
miR-1290,Gefitinib,2.37E-38
miR-1229-5p,Adriamycin,2.34E-38
miR-224,Tomudex,2.33E-38
miR-3065,Tomudex,2.30E-38
miR-452,Dichloroacetate,2.22E-38
miR-193a-3p,Teniposide,2.18E-38
